area,bathroom_num,bedroom_num,dev_name,furnishing,locality,post_date,price,type,user_type,year_posted,month_posted
1205.0,2.0,2.0,Shakti and Group of Developer,Unfurnished,Jankalyan Nagar,2019-12-24,35000.0,Apartment,Agent,2019,12
900.0,2.0,2.0,Mantri Realty,Semi-Furnished,Film City Road,2019-12-27,38000.0,Apartment,Agent,2019,12
850.0,2.0,2.0,Tara Group,Unfurnished,Oshiwara,2019-11-18,38000.0,Apartment,Agent,2019,11
950.0,2.0,2.0,HDIL,Semi-Furnished,Bhandup West,2020-01-02,34000.0,Apartment,Agent,2020,01
900.0,2.0,2.0,Poonam Developers,Unfurnished,Thakur Complex,2020-01-02,35000.0,Apartment,Agent,2020,01
1350.0,2.0,2.0,Kalpataru Limited,Semi-Furnished,Bhandup West,2020-01-09,39000.0,Apartment,Agent,2020,01
880.0,2.0,2.0,The Wadhwa Group,Semi-Furnished,Mulund West,2019-12-05,38000.0,Apartment,Agent,2019,12
850.0,2.0,2.0,Shethcorp Pvt. Ltd.,Furnished,Kandivali East,2019-11-28,35000.0,Apartment,Agent,2019,11
1081.0,2.0,2.0,Aadi Properties,Semi-Furnished,Kanjurmarg East,2019-12-16,39000.0,Apartment,Agent,2019,12
863.0,2.0,2.0,Integrated Spaces Limited ,Semi-Furnished,Mulund West,2019-11-28,38000.0,Apartment,Agent,2019,11
970.0,2.0,2.0,Mantri Realty,Semi-Furnished,Film City Road,2019-11-26,38000.0,Apartment,Agent,2019,11
1094.0,2.0,2.0,Omkar Realtors and Developers Pvt. Ltd.,Semi-Furnished,Film City Road,2019-11-21,34000.0,Apartment,Agent,2019,11
825.0,2.0,2.0,Mumbai Shelters,Unfurnished,Goregaon West,2020-01-13,34000.0,Apartment,Agent,2020,01
950.0,2.0,2.0,HDIL,Unfurnished,Bhandup West,2019-12-13,32000.0,Apartment,Agent,2019,12
850.0,2.0,2.0,Ajmera Realty and Infra,Furnished,Mulund West,2019-12-30,35000.0,Apartment,Agent,2019,12
1100.0,2.0,2.0,Rustomjee,Semi-Furnished,Charkop Village,2020-01-04,35000.0,Apartment,Agent,2020,01
1250.0,2.0,2.0,RNA Corporation,Unfurnished,Kandivali West,2020-01-05,38000.0,Apartment,Agent,2020,01
1260.0,2.0,2.0,RNA Corp,Unfurnished,Kandivali West,2020-01-04,38000.0,Apartment,Agent,2020,01
585.0,2.0,2.0,Cooperative Group Housing Society,Furnished,Bhakti Park,2020-01-06,38000.0,Apartment,Agent,2020,01
890.0,2.0,2.0,Atul Projects,Semi-Furnished,Andheri East,2019-12-23,37000.0,Apartment,Agent,2019,12
1050.0,2.0,2.0,Atul Projects,Semi-Furnished,Andheri East,2019-12-14,39000.0,Apartment,Agent,2019,12
1100.0,2.0,2.0,HDIL,Furnished,"Thakur Village, Kandivali East",2019-12-11,36000.0,Apartment,Agent,2019,12
1000.0,3.0,2.0,HDIL,Unfurnished,Bhandup West,2019-12-25,35000.0,Apartment,Agent,2019,12
840.0,2.0,2.0,Evershine Builders,Unfurnished,"Thakur Village, Kandivali East",2019-12-24,32000.0,Apartment,Agent,2019,12
925.0,2.0,2.0,HCBS Developer,Semi-Furnished,Christian Colony,2019-11-27,37800.0,Apartment,Agent,2019,11
646.0,2.0,2.0,The Wadhwa Group,Unfurnished,Mulund West,2019-11-14,38000.0,Apartment,Agent,2019,11
505.0,2.0,2.0,Cooperative Group Housing Society,Unfurnished,Chembur,2020-01-12,37000.0,Apartment,Owner,2020,01
1020.0,3.0,2.0,Royal Palms,Unfurnished,Goregaon East,2019-12-09,38000.0,Apartment,Owner,2019,12
900.0,2.0,2.0,GHP Corporation,Semi-Furnished,Central Area,2020-01-13,38000.0,Apartment,Agent,2020,01
1110.0,2.0,2.0,Dimples Realtors Pvt. Ltd.,Furnished,Borivali East,2020-01-04,35000.0,Apartment,Owner,2020,01
850.0,2.0,2.0,Ajmera Realty and Infra,Furnished,Mulund West,2020-01-06,35000.0,Apartment,Owner,2020,01
609.0,2.0,2.0,Raj Arcades Homes and Sethia Infrastructure,Semi-Furnished,Link Road,2019-12-24,35000.0,Apartment,Owner,2019,12
940.0,2.0,2.0,Neelam Realtors Pvt Ltd.,Semi-Furnished,Mulund East,2020-01-12,32000.0,Apartment,Owner,2020,01
775.0,2.0,2.0,HDIL,Unfurnished,Bhandup West,2020-01-12,34000.0,Apartment,Owner,2020,01
1250.0,2.0,2.0,Chandiwala Group,Semi-Furnished,Jogeshwari West,2020-01-11,39000.0,Apartment,Owner,2020,01
1060.0,2.0,2.0,Sethia Infrastructure,Unfurnished,Kandivali West,2020-01-08,35000.0,Apartment,Owner,2020,01
1500.0,2.0,2.0,JP Infra,Unfurnished,Gokuldham,2019-12-30,37000.0,Apartment,Agent,2019,12
950.0,2.0,2.0,Cooperative Group Housing Society,Semi-Furnished,Kandivali West,2019-12-10,36000.0,Apartment,Owner,2019,12
890.0,2.0,2.0,Cooperative Group Housing Society,Semi-Furnished,Tilak Nagar – Central Line,2020-01-03,38000.0,Apartment,Agent,2020,01
960.0,2.0,2.0,Ahimsa group,Unfurnished,Malad West,2020-01-13,37000.0,Apartment,Agent,2020,01
1000.0,2.0,2.0,GK Realtors,Unfurnished,Bhandup West,2020-01-11,35000.0,Apartment,Agent,2020,01
840.0,2.0,2.0,Gundecha Developers,Furnished,Kandivali East,2019-12-18,32500.0,Apartment,Agent,2019,12
922.0,2.0,2.0,SMGK Group,Unfurnished,Jogeshwari West,2020-01-05,36000.0,Apartment,Agent,2020,01
850.0,2.0,2.0,Neptune Group,Unfurnished,Bhandup West,2019-11-16,35500.0,Apartment,Agent,2019,11
1500.0,2.0,2.0,Lucent Infra Projects Pvt. Ltd.,Semi-Furnished,Malad East,2019-11-25,37500.0,Apartment,Owner,2019,11
970.0,2.0,2.0,Vasudev Builders,Unfurnished,Mulund West,2020-01-06,33000.0,Apartment,Owner,2020,01
960.0,2.0,2.0,Parashar Builder,Semi-Furnished,Bhandup West,2019-11-19,35000.0,Apartment,Owner,2019,11
1245.0,2.0,2.0,Mahadev & Company Pvt Ltd,Unfurnished,Bhandup West,2019-12-24,35000.0,Apartment,Owner,2019,12
800.0,2.0,2.0,Mamtora Foundation,Unfurnished,Malad West,2019-11-30,33000.0,Apartment,Owner,2019,11
610.0,2.0,2.0,Gurukrupa Group,Semi-Furnished,Malad West,2019-12-31,32000.0,Apartment,Owner,2019,12
865.0,2.0,2.0,ATUL  Projects,Furnished,Borivali West,2019-12-20,35000.0,Apartment,Owner,2019,12
800.0,2.0,2.0,Srishti Group,Semi-Furnished,Bhandup West,2019-11-16,34000.0,Apartment,Owner,2019,11
1250.0,2.0,2.0,Shethcorp Pvt. Ltd.,Unfurnished,Kandivali East,2019-11-27,38000.0,Apartment,Owner,2019,11
900.0,2.0,2.0,Srishti Group,Semi-Furnished,Mulund West,2019-11-15,33000.0,Apartment,Owner,2019,11
900.0,2.0,2.0,Surya Constructions,Unfurnished,"Thakur Village, Kandivali East",2019-12-05,32000.0,Apartment,Owner,2019,12
1000.0,2.0,2.0,Parashar Builder,Semi-Furnished,Bhandup West,2019-12-08,34000.0,Apartment,Owner,2019,12
925.0,2.0,2.0,Cooperative Group Housing Society,Semi-Furnished,Andheri West,2019-12-14,33000.0,Apartment,Owner,2019,12
950.0,2.0,2.0,Raheja Universal Pvt Ltd.,Semi-Furnished,Malad East,2019-11-21,32000.0,Apartment,Owner,2019,11
900.0,2.0,2.0,Srishti Group,Unfurnished,Bhandup West,2019-11-21,33000.0,Apartment,Owner,2019,11
800.0,2.0,2.0,Padmavati Developers,Unfurnished,Powai,2020-01-12,35000.0,Apartment,Owner,2020,01
1225.0,2.0,2.0,Rishabh Raj Group,Unfurnished,Somvar Bazar,2019-12-28,35000.0,Apartment,Owner,2019,12
825.0,2.0,2.0,HDIL Group,Furnished,Goregaon East,2019-12-08,38000.0,Apartment,Owner,2019,12
1095.0,3.0,2.0,K Raheja Construction,Unfurnished,Andheri East,2019-12-13,39000.0,Apartment,Owner,2019,12
1080.0,2.0,2.0,Navkar Grooup,Unfurnished,Borivali West,2019-12-29,35000.0,Apartment,Owner,2019,12
930.0,2.0,2.0,Lokhandwala Construction Industries Pvt Ltd,Furnished,Kandivali East,2019-12-18,35000.0,Apartment,Owner,2019,12
795.0,2.0,2.0,Kanakia Spaces Realty Pvt. Ltd.,Semi-Furnished,Kandivali East,2020-01-02,35000.0,Apartment,Owner,2020,01
1000.0,2.0,2.0,DSK Developers,Unfurnished,Andheri East,2019-12-24,38000.0,Apartment,Owner,2019,12
832.0,2.0,2.0,Marathon Group,Semi-Furnished,Mulund West,2019-12-12,37000.0,Apartment,Owner,2019,12
920.0,2.0,2.0,Ashray Realtor,Unfurnished,Mulund West,2020-01-05,35000.0,Apartment,Owner,2020,01
905.0,2.0,2.0,D D Properties,Furnished,Mulund East,2020-01-06,36000.0,Apartment,Owner,2020,01
940.0,2.0,2.0,Bhoomi Group,Semi-Furnished,"Thakur Village, Kandivali East",2020-01-04,32000.0,Apartment,Owner,2020,01
1136.0,2.0,2.0,Kalpataru Limited,Semi-Furnished,Mulund East,2020-01-10,36000.0,Apartment,Owner,2020,01
700.0,2.0,2.0,Cooperative Group Housing Society,Furnished,Chembur,2019-11-21,35000.0,Apartment,Owner,2019,11
629.0,2.0,2.0,Runwal Developers,Unfurnished,Mulund West,2019-12-07,35000.0,Apartment,Owner,2019,12
950.0,2.0,2.0,Atul Projects,Unfurnished,Malad West,2020-01-11,37000.0,Apartment,Agent,2020,01
1100.0,2.0,2.0,Bhagwati Developers,Unfurnished,Kurla West,2019-12-09,33000.0,Apartment,Owner,2019,12
1050.0,2.0,2.0,AAP Realtors Ltd,Unfurnished,Mulund West,2020-01-12,37000.0,Apartment,Agent,2020,01
1040.0,2.0,2.0,The Wadhwa Group,Unfurnished,Mulund West,2020-01-12,37000.0,Apartment,Agent,2020,01
1050.0,2.0,2.0,Runwal Developers,Unfurnished,Mulund West,2020-01-13,38000.0,Apartment,Agent,2020,01
1050.0,2.0,2.0,Mhada Group,Unfurnished,Powai,2020-01-13,38000.0,Apartment,Agent,2020,01
770.0,2.0,2.0,HDIL,Semi-Furnished,Bhandup West,2020-01-11,32000.0,Apartment,Agent,2020,01
1200.0,2.0,2.0,Runwal Developers,Semi-Furnished,Mulund West,2020-01-12,38000.0,Apartment,Agent,2020,01
700.0,2.0,2.0,Parashar Builder,Furnished,Bhandup West,2020-01-12,36000.0,Apartment,Agent,2020,01
1150.0,2.0,2.0,Kanakia Spaces Realty Pvt. Ltd.,Semi-Furnished,"Thakur Village, Kandivali East",2020-01-13,35000.0,Apartment,Agent,2020,01
900.0,2.0,2.0,SD Group,Semi-Furnished,Goregaon West,2020-01-12,37000.0,Apartment,Agent,2020,01
1052.0,2.0,2.0,Cooperative Group Housing Society,Unfurnished,Andheri East,2020-01-12,36000.0,Apartment,Agent,2020,01
1031.0,2.0,2.0,Omkar Realtors and Developers Pvt. Ltd.,Semi-Furnished,Film City Road,2020-01-11,37000.0,Apartment,Agent,2020,01
956.0,2.0,2.0,Joy Builders and Developers,Furnished,Bhandup West,2020-01-11,35000.0,Apartment,Agent,2020,01
1200.0,2.0,2.0,The Wadhwa Group,Semi-Furnished,Mulund West,2020-01-13,37000.0,Apartment,Agent,2020,01
900.0,2.0,2.0,The Wadhwa Group,Semi-Furnished,Mulund West,2020-01-12,37000.0,Apartment,Agent,2020,01
1170.0,2.0,2.0,Lucent Infra Projects Pvt. Ltd.,Unfurnished,Malad East,2020-01-11,38000.0,Apartment,Agent,2020,01
650.0,2.0,2.0,Lok Housing and Constructions Ltd.,Furnished,Chandivali,2020-01-12,35000.0,Apartment,Agent,2020,01
1120.0,2.0,2.0,Sabari Group,Unfurnished,Chembur,2020-01-11,38000.0,Apartment,Agent,2020,01
830.0,2.0,2.0,Surabi Home Promoters,Semi-Furnished,Mahatama Gandhi Road,2020-01-13,33000.0,Apartment,Agent,2020,01
1150.0,2.0,2.0,The Wadhwa Group,Semi-Furnished,Mulund West,2020-01-11,38000.0,Apartment,Agent,2020,01
1050.0,2.0,2.0,RNA Corp,Semi-Furnished,Mahatama Gandhi Road,2020-01-12,37000.0,Apartment,Agent,2020,01
950.0,2.0,2.0,Yashraj Developer,Furnished,Thakur Complex,2020-01-11,33000.0,Apartment,Agent,2020,01
930.0,2.0,2.0,Seth Developer,Semi-Furnished,Mulund West,2020-01-12,37000.0,Apartment,Agent,2020,01
1120.0,2.0,2.0,Lokhandwala Group,Semi-Furnished,Kandivali East,2020-01-11,34000.0,Apartment,Agent,2020,01
755.0,2.0,2.0,GHP Group,Unfurnished,Powai,2020-01-11,34000.0,Apartment,Agent,2020,01
900.0,2.0,2.0,The Wadhwa Group,Semi-Furnished,Mulund West,2020-01-11,39000.0,Apartment,Agent,2020,01
1150.0,2.0,2.0,Runwal Developers,Unfurnished,Mulund West,2020-01-11,37800.0,Apartment,Agent,2020,01
800.0,2.0,2.0,Joy Builders and Developers,Furnished,Bhandup West,2020-01-13,36000.0,Apartment,Agent,2020,01
950.0,2.0,2.0,Acme Builders Pvt Ltd,Unfurnished,Poonam Nagar,2020-01-11,35000.0,Apartment,Agent,2020,01
1150.0,2.0,2.0,GK Realtors,Unfurnished,Bhandup West,2020-01-11,34000.0,Apartment,Agent,2020,01
800.0,2.0,2.0,HDIL,Semi-Furnished,Ishwar Nagar,2020-01-13,35000.0,Apartment,Agent,2020,01
1050.0,2.0,2.0,Aadi Properties,Unfurnished,Kanjurmarg East,2020-01-12,34000.0,Apartment,Agent,2020,01
1095.0,2.0,2.0,Omkar Realtors and Developers Pvt. Ltd.,Semi-Furnished,Goregaon East,2020-01-13,37000.0,Apartment,Agent,2020,01
970.0,2.0,2.0,Joy Builders and Developers,Unfurnished,Bhandup West,2020-01-12,34000.0,Apartment,Agent,2020,01
1090.0,2.0,2.0,The Wadhwa Group,Semi-Furnished,Mulund West,2020-01-11,37000.0,Apartment,Agent,2020,01
850.0,2.0,2.0,Sethia Infrastructure,Semi-Furnished,Kandivali West,2020-01-12,36000.0,Apartment,Agent,2020,01
1050.0,2.0,2.0,Rustomjee,Unfurnished,Kandivali West,2020-01-13,36000.0,Apartment,Agent,2020,01
1040.0,2.0,2.0,Lucent Infra Projects Pvt. Ltd.,Unfurnished,Pathanwadi,2020-01-11,37000.0,Apartment,Agent,2020,01
1155.0,2.0,2.0,Kanakia Spaces Realty Pvt. Ltd.,Semi-Furnished,"Thakur Village, Kandivali East",2020-01-10,35000.0,Apartment,Agent,2020,01
900.0,2.0,2.0,Satellite Builders Private Limited,Furnished,Goregaon East,2020-01-12,38000.0,Apartment,Agent,2020,01
1000.0,2.0,2.0,Nirmal Life Style,Unfurnished,Mulund West,2020-01-12,35000.0,Apartment,Agent,2020,01
910.0,2.0,2.0,Cooperative Group Housing Society,Unfurnished,Bhandarwada,2020-01-02,33000.0,Apartment,Agent,2020,01
1053.0,2.0,2.0,Rushi Builder and Developer,Unfurnished,Bhandup West,2020-01-13,35000.0,Apartment,Agent,2020,01
1125.0,2.0,2.0,Surabi Home Promoters,Unfurnished,Mahatama Gandhi Road,2020-01-13,34000.0,Apartment,Agent,2020,01
1250.0,2.0,2.0,RNA Corp,Unfurnished,Kandivali West,2020-01-12,37000.0,Apartment,Agent,2020,01
1093.0,2.0,2.0,The Wadhwa Group,Semi-Furnished,Mulund West,2020-01-13,38000.0,Apartment,Agent,2020,01
1100.0,2.0,2.0,The Wadhwa Group,Semi-Furnished,Mulund West,2020-01-13,37004.0,Apartment,Agent,2020,01
900.0,2.0,2.0,The Wadhwa Group,Unfurnished,Mulund West,2020-01-12,38000.0,Apartment,Agent,2020,01
1094.0,2.0,2.0,Omkar Realtors and Developers Pvt. Ltd.,Semi-Furnished,Film City Road,2020-01-13,39000.0,Apartment,Agent,2020,01
1000.0,2.0,2.0,Royal Realtors Group,Unfurnished,Jankalyan Nagar,2020-01-12,33000.0,Apartment,Agent,2020,01
1026.0,2.0,2.0,Padmavati Developers,Unfurnished,Powai,2020-01-12,38000.0,Apartment,Agent,2020,01
900.0,2.0,2.0,Nyati Group,Unfurnished,Powai,2020-01-11,36000.0,Apartment,Agent,2020,01
860.0,2.0,2.0,Evershine Builders,Semi-Furnished,"Thakur Village, Kandivali East",2020-01-13,35000.0,Apartment,Agent,2020,01
850.0,2.0,2.0,Atul Projects,Unfurnished,Malad West,2019-12-26,38000.0,Apartment,Agent,2019,12
925.0,2.0,2.0,HCBS Developer,Semi-Furnished,Kurla West,2020-01-06,36000.0,Apartment,Agent,2020,01
775.0,2.0,2.0,HCBS Developer,Furnished,Bhandup West,2020-01-10,37000.0,Apartment,Agent,2020,01
1020.0,2.0,2.0,Kanakia Spaces Realty Pvt. Ltd.,Semi-Furnished,"Thakur Village, Kandivali East",2019-12-30,35000.0,Apartment,Agent,2019,12
1100.0,2.0,2.0,Raheja Universal Pvt Ltd.,Furnished,Madh,2020-01-03,32000.0,Apartment,Agent,2020,01
875.0,2.0,2.0,Padmavati Developers,Unfurnished,Powai,2020-01-11,39000.0,Apartment,Agent,2020,01
970.0,2.0,2.0,Mantri Realty,Unfurnished,Goregaon East,2020-01-13,33000.0,Apartment,Agent,2020,01
1031.0,2.0,2.0,Omkar Realtors and Developers Pvt. Ltd.,Semi-Furnished,Santosh Nagar,2020-01-11,37000.0,Apartment,Agent,2020,01
1215.0,2.0,2.0,Veena Developers,Semi-Furnished,Thakur Complex,2019-12-21,38000.0,Apartment,Agent,2019,12
885.0,2.0,2.0,HDIL,Unfurnished,Malad West,2020-01-11,35000.0,Apartment,Agent,2020,01
1050.0,2.0,2.0,Mhada Group,Unfurnished,Powai,2020-01-13,38000.0,Apartment,Agent,2020,01
1150.0,2.0,2.0,Kalpataru Limited,Semi-Furnished,Bhandup West,2020-01-12,37000.0,Apartment,Agent,2020,01
1040.0,2.0,2.0,The Wadhwa Group,Semi-Furnished,Mulund West,2020-01-04,38000.0,Apartment,Agent,2020,01
860.0,2.0,2.0,Neptune Group,Unfurnished,Bhandup West,2020-01-01,35000.0,Apartment,Agent,2020,01
1245.0,2.0,2.0,AAP Realtors Ltd,Semi-Furnished,Mulund West,2020-01-12,38000.0,Apartment,Agent,2020,01
1150.0,2.0,2.0,DSK Developers,Unfurnished,Andheri East,2019-10-11,35000.0,Apartment,Agent,2019,10
959.0,2.0,2.0,Cooperative Group Housing Society,Semi-Furnished,Marol,2020-01-13,36000.0,Apartment,Agent,2020,01
1100.0,2.0,2.0,Agarwal Group,Semi-Furnished,Malad West,2019-12-06,35000.0,Apartment,Agent,2019,12
1050.0,2.0,2.0,K Raheja Universal,Furnished,Kandivali East,2019-11-03,33500.0,Apartment,Agent,2019,11
960.0,2.0,2.0,Runwal Developers,Semi-Furnished,Mulund West,2020-01-11,36000.0,Apartment,Agent,2020,01
1250.0,2.0,2.0,Gokul Builders and Developers,Semi-Furnished,"Thakur Village, Kandivali East",2020-01-11,35000.0,Apartment,Agent,2020,01
1050.0,2.0,2.0,Lucent Infra Projects Pvt. Ltd.,Unfurnished,Malad East,2020-01-10,38000.0,Apartment,Agent,2020,01
900.0,2.0,2.0,Cooperative Group Housing Society,Semi-Furnished,Bhandup West,2020-01-11,35000.0,Apartment,Agent,2020,01
1000.0,2.0,2.0,Kanakia Spaces Realty Pvt. Ltd.,Furnished,Magathane,2020-01-11,38000.0,Apartment,Agent,2020,01
862.0,2.0,2.0,The Wadhwa Group,Semi-Furnished,Mulund West,2020-01-12,37000.0,Apartment,Agent,2020,01
1200.0,2.0,2.0,Lokhandwala Construction Industries Pvt Ltd,Furnished,Lokhandwala Twp,2019-12-10,35000.0,Apartment,Agent,2019,12
1050.0,2.0,2.0,Town Developers,Unfurnished,Jawahar Nagar,2020-01-09,37000.0,Apartment,Agent,2020,01
1030.0,2.0,2.0,DB Realty Limited,Semi-Furnished,Mahavir Nagar,2020-01-11,38000.0,Apartment,Agent,2020,01
1000.0,2.0,2.0,Poonam Group,Semi-Furnished,Andheri East,2019-12-06,35000.0,Apartment,Agent,2019,12
1000.0,2.0,2.0,RNA Corporation,Furnished,Kandivali West,2020-01-13,35000.0,Apartment,Agent,2020,01
900.0,2.0,2.0,Acme Builders Pvt Ltd,Unfurnished,Malad West,2020-01-12,38000.0,Apartment,Agent,2020,01
1020.0,2.0,2.0,The Wadhwa Group,Semi-Furnished,Mulund West,2020-01-12,37500.0,Apartment,Agent,2020,01
1000.0,2.0,2.0,Neptune Group,Semi-Furnished,Bhandup West,2019-12-17,36000.0,Apartment,Agent,2019,12
1000.0,2.0,2.0,Kiran Builders,Unfurnished,Ekta Nagar,2020-01-09,37000.0,Apartment,Agent,2020,01
1000.0,2.0,2.0,Gundecha Developers,Furnished,"Thakur Village, Kandivali East",2020-01-09,36000.0,Apartment,Agent,2020,01
850.0,2.0,2.0,Neha Group,Furnished,Kanya Pada,2019-11-03,35000.0,Apartment,Agent,2019,11
1200.0,2.0,2.0,krishna Vastu Developers and Groups,Furnished,Malad West,2020-01-08,38000.0,Apartment,Agent,2020,01
950.0,2.0,2.0,Mavji Builders And Developers,Furnished,Thakur Complex,2020-01-02,35000.0,Apartment,Agent,2020,01
1100.0,2.0,2.0,HDIL,Semi-Furnished,Kurla West,2020-01-07,36000.0,Apartment,Agent,2020,01
1010.0,2.0,2.0,K Raheja Universal,Furnished,Lokhandwala Twp,2019-12-20,38000.0,Apartment,Agent,2019,12
755.0,2.0,2.0,GHP Group,Unfurnished,Powai,2020-01-11,34000.0,Apartment,Agent,2020,01
1230.0,2.0,2.0,Lokhandwala Builders,Semi-Furnished,Lokhandwala Twp,2019-12-21,36000.0,Apartment,Agent,2019,12
900.0,2.0,2.0,Acme Group,Unfurnished,Lokhandwala Twp,2019-12-20,34500.0,Apartment,Agent,2019,12
875.0,2.0,2.0,Mayuresh Group,Unfurnished,Bhandup West,2020-01-10,34000.0,Apartment,Agent,2020,01
680.0,2.0,2.0,Cooperative Group Housing Society,Furnished,Deonar Farm Road,2019-11-21,34000.0,Apartment,Agent,2019,11
1040.0,3.0,2.0,GHP Group,Unfurnished,Powai,2020-01-11,39000.0,Apartment,Agent,2020,01
1000.0,2.0,2.0,Cooperative Group Housing Society,Furnished,Savarkar Chowk,2019-12-30,39000.0,Apartment,Agent,2019,12
1000.0,2.0,2.0,RNA NG Builders,Unfurnished,Kanjurmarg East,2020-01-10,32000.0,Apartment,Agent,2020,01
970.0,2.0,2.0,Palam spring of groups,Unfurnished,Malad West,2020-01-10,38950.0,Apartment,Agent,2020,01
750.0,2.0,2.0,Cooperative Group Housing Society,Unfurnished,Malad East,2020-01-08,32000.0,Apartment,Agent,2020,01
1150.0,2.0,2.0,Mantri Realty,Furnished,Gokuldham,2020-01-10,35000.0,Apartment,Agent,2020,01
950.0,2.0,2.0,Atul Projects,Unfurnished,Malad West,2019-11-21,38000.0,Apartment,Agent,2019,11
1000.0,2.0,2.0,Nirmal Life Style,Unfurnished,Mulund West,2020-01-10,34000.0,Apartment,Agent,2020,01
1700.0,2.0,2.0,Cooperative Group Housing Society,Unfurnished,Andheri East,2020-01-12,38000.0,Apartment,Agent,2020,01
990.0,2.0,2.0,Nirmal Lifestyle,Unfurnished,Mulund West,2020-01-13,38000.0,Apartment,Agent,2020,01
1030.0,2.0,2.0,DB Realty Limited,Unfurnished,Kandivali West,2020-01-02,37000.0,Apartment,Agent,2020,01
1031.0,2.0,2.0,Omkar Realtors and Developers Pvt. Ltd.,Semi-Furnished,Film City Road,2019-11-14,38000.0,Apartment,Agent,2019,11
1265.0,2.0,2.0,Raheja Universal Pvt Ltd.,Unfurnished,Madh,2020-01-10,35000.0,Apartment,Agent,2020,01
1307.0,2.0,2.0,Mayfair Housing,Unfurnished,Kandivali West,2020-01-13,37000.0,Apartment,Agent,2020,01
845.0,2.0,2.0,Shethcorp Pvt. Ltd.,Unfurnished,Asha Nagar,2019-12-31,32000.0,Apartment,Agent,2019,12
900.0,2.0,2.0,HDIL,Semi-Furnished,Bhandup Industrial Estate,2020-01-13,36000.0,Apartment,Agent,2020,01
950.0,2.0,2.0,Nirmals Constructions,Unfurnished,LBS Marg,2020-01-11,34000.0,Apartment,Agent,2020,01
1100.0,2.0,2.0,Omkar Realtors and Developers Pvt. Ltd.,Semi-Furnished,Film City Road,2019-12-23,38000.0,Apartment,Agent,2019,12
860.0,2.0,2.0,Lalani Builders And Developers,Furnished,Malad East,2020-01-09,38000.0,Apartment,Agent,2020,01
970.0,2.0,2.0,Mantri Realty,Semi-Furnished,Goregaon East,2020-01-06,33000.0,Apartment,Agent,2020,01
850.0,2.0,2.0,Vrindavan Realtors,Semi-Furnished,Borivali West,2019-12-27,35000.0,Apartment,Agent,2019,12
1150.0,2.0,2.0,Benzer Group,Semi-Furnished,Thakur Complex,2020-01-09,32000.0,Apartment,Agent,2020,01
980.0,2.0,2.0,The Wadhwa Group,Semi-Furnished,Mulund West,2020-01-08,39000.0,Apartment,Agent,2020,01
875.0,2.0,2.0,Raheja Universal Pvt Ltd.,Unfurnished,"Thakur Village, Kandivali East",2020-01-10,35000.0,Apartment,Agent,2020,01
1260.0,2.0,2.0,RNA Corp,Semi-Furnished,Kandivali West,2020-01-09,38000.0,Apartment,Agent,2020,01
950.0,2.0,2.0,Hiranandani Group,Unfurnished,Powai,2020-01-05,38000.0,Apartment,Agent,2020,01
565.0,2.0,2.0,Cooperative Group Housing Society,Semi-Furnished,Gokuldham,2019-12-11,36000.0,Apartment,Agent,2019,12
1150.0,2.0,2.0,Runwal Developers,Semi-Furnished,Mulund West,2019-12-30,39000.0,Apartment,Agent,2019,12
745.0,2.0,2.0,Cooperative Group Housing Society,Furnished,Dattani Park,2020-01-09,33000.0,Apartment,Agent,2020,01
850.0,2.0,2.0,Nirmal Life Style,Semi-Furnished,Mulund West,2020-01-06,34000.0,Apartment,Agent,2020,01
950.0,2.0,2.0,Nirmal Lifestyle,Furnished,Mulund West,2020-01-13,36000.0,Apartment,Agent,2020,01
1150.0,2.0,2.0,Mantri Realty,Semi-Furnished,Film City Road,2020-01-11,33000.0,Apartment,Agent,2020,01
900.0,2.0,2.0,Marathon Builder,Semi-Furnished,Mulund West,2020-01-01,37000.0,Apartment,Agent,2020,01
1000.0,2.0,2.0,Bombay Real Estate Development Company,Semi-Furnished,"Thakur Village, Kandivali East",2019-12-06,37000.0,Apartment,Agent,2019,12
1040.0,2.0,2.0,The Wadhwa Group,Unfurnished,Mulund West,2020-01-03,37000.0,Apartment,Agent,2020,01
1142.0,2.0,2.0,GK Realtors,Unfurnished,Bhandup West,2020-01-03,35000.0,Apartment,Agent,2020,01
955.0,2.0,2.0,Gemstar Constructions,Unfurnished,Kandivali West,2019-12-26,33000.0,Apartment,Agent,2019,12
1180.0,2.0,2.0,Kanakia Spaces Realty Pvt. Ltd.,Unfurnished,Magathane,2019-12-04,38000.0,Apartment,Agent,2019,12
1050.0,2.0,2.0,Kanakia Spaces Realty Pvt. Ltd.,Unfurnished,Thakur Complex,2019-11-21,33000.0,Apartment,Agent,2019,11
1100.0,2.0,2.0,Omkar Realtors and Developers Pvt. Ltd.,Semi-Furnished,Film City Road,2019-12-13,36000.0,Apartment,Agent,2019,12
995.0,2.0,2.0,Kanakia Spaces Realty Pvt. Ltd.,Semi-Furnished,Magathane,2020-01-08,32000.0,Apartment,Agent,2020,01
1050.0,2.0,2.0,Cooperative Group Housing Society,Furnished,"Thakur Village, Kandivali East",2020-01-10,32000.0,Apartment,Agent,2020,01
850.0,2.0,2.0,Sethia Infrastructure,Unfurnished,Goregaon West,2019-12-28,38000.0,Apartment,Agent,2019,12
1000.0,2.0,2.0,Mavji Builders And Developers,Semi-Furnished,Thakur Complex,2020-01-01,32000.0,Apartment,Agent,2020,01
